y,kappa_y,r_ab_y
-0.29000000000000004,-0.13620847056600682,0.8726606894566319
-0.2799999999999998,-0.1317855080850722,0.8765289832977934
-0.27,-0.1273251513974876,0.880447347364745
-0.2599999999999998,-0.12282908418795138,0.8844148101191585
-0.25,-0.11829905089988207,0.8884303269950845
-0.23999999999999977,-0.11373685444255624,0.8924927804947643
-0.22999999999999998,-0.10914435369411014,0.8966009804924284
-0.21999999999999975,-0.10452346080610585,0.9007536647519117
-0.20999999999999996,-0.09987613831653015,0.9049494996629902
-0.19999999999999973,-0.09520439607921605,0.9091870812003676
-0.18999999999999995,-0.09051028801879621,0.9134649361081782
-0.17999999999999972,-0.08579590872135377,0.9177815233117702
